,214,215,220,223,226,229,232,235,310,311,312,313,314,320,322,324,326,328,330,332,334,336,338,340,342,344,345,346,347,348,349,350,351,352,354,356,358,360,362,368,369,370,371,373,375,377,379,381,383,385,387,389,462,464,466,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,528,529,530,535,536,537,538,539,540,541,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,604,605,606
214,0.812999428,0.319687557,0.320226066,0.306091652,0.241908328,0.239762654,0.241929673,0.241505614,0.203305812,0.206920644,0.201994188,0.204277037,0.208601491,0.21440471,0.21303535,0.214915024,0.221370008,0.218143398,0.212757333,0.215815302,0.218302205,0.213252199,0.215357854,0.210578415,0.21873948,0.224259436,0.220099424,0.221392937,0.220476873,0.225292935,0.222184185,0.220655095,0.222905458,0.245285588,0.243773864,0.248262004,0.247204742,0.246137353,0.244173343,0.196824829,0.196689915,0.1965595,0.216383566,0.209917747,0.213306837,0.216944266,0.218426969,0.225175288,0.22064547,0.231000289,0.22479379,0.218261591,0.321359675,0.322966324,0.320298381,0.319817322,0.318006874,0.317986111,0.31332271,0.313239643,0.313366721,0.350578821,0.336847576,0.330421158,0.318414365,0.319573613,0.318403067,0.315559389,0.315408519,0.344950802,0.315031163,0.318159998,0.198939643,0.199950213,0.196733589,0.199137679,0.370685233,0.359373096,0.353335525,0.328338278,0.32795413,0.337588915,0.323584447,0.329207644,0.32539494,0.328823418,0.206323794,0.210597752,0.209790148,0.209331836,0.20450703,0.202564412,0.197648603,0.205945899,0.201069732,0.213865514,0.212981588,0.201989112,0.205505589,0.221987726,0.22220937,0.212378182,0.222383517,0.208426349,0.20450641,0.205817801,0.209167647,0.209844648,0.211418208,0.198294751,0.209535631,0.210854312,0.208363768,0.239673738,0.235156747,0.235011243,0.235218954,0.233184193,0.236557754,0.235602954,0.233557458,0.234060753,0.240864005,0.23336323,0.234584503,0.236991116,0.236450977,0.206742707,0.212792883,0.208154187
215,0.319687557,0.821250022,0.323691746,0.311839501,0.240801697,0.243937054,0.244353885,0.240566194,0.205469472,0.204096199,0.204389349,0.206521815,0.202278393,0.215453991,0.212849644,0.21383539,0.213758129,0.218492393,0.218470199,0.213848756,0.220770585,0.217990544,0.213626922,0.215184208,0.214134696,0.222385389,0.229529334,0.221799479,0.220033605,0.223375577,0.225691956,0.222510195,0.227591204,0.246956972,0.243107157,0.248377027,0.244477917,0.240987302,0.247295064,0.199791798,0.19678866,0.197814697,0.20959092,0.207191703,0.211657727,0.212595798,0.209819187,0.222109978,0.224837593,0.225140642,0.227703754,0.235550796,0.335452633,0.325725798,0.332412711,0.318272805,0.3193778,0.320538959,0.315917982,0.316415474,0.316191075,0.356594886,0.345812202,0.334435532,0.325955057,0.322383897,0.325006139,0.316685432,0.321726205,0.355054627,0.316661265,0.321969864,0.199030402,0.198515995,0.197642102,0.198118886,0.383136316,0.366207508,0.349136302,0.332790029,0.333715573,0.343492663,0.326734459,0.334197819,0.331492837,0.329211278,0.207005674,0.202183162,0.204799006,0.211553595,0.20600096,0.199117831,0.20790256,0.20783426,0.206601441,0.198348887,0.216665119,0.195994039,0.218580754,0.213511135,0.202038866,0.207388871,0.209652696,0.214492625,0.212529983,0.211056047,0.205146605,0.2010995,0.210582262,0.200327146,0.208382359,0.199596948,0.208338706,0.239696966,0.236772968,0.232473924,0.238782819,0.23559971,0.234702079,0.235516606,0.234409421,0.233609321,0.238783533,0.233710645,0.237269322,0.233133232,0.233972486,0.203699099,0.207176476,0.213017749
220,0.320226066,0.323691746,0.821250022,0.309464407,0.243059639,0.248136015,0.246460331,0.239614926,0.205518303,0.207741426,0.203333924,0.204656529,0.207697276,0.215984689,0.219481488,0.218642933,0.212537035,0.220479382,0.218243585,0.213876495,0.219639621,0.212503103,0.212098241,0.214573116,0.214164431,0.221056889,0.220846519,0.230000644,0.231517055,0.221160849,0.2229894,0.222903539,0.223419386,0.24547752,0.246434114,0.245359592,0.245040631,0.247694884,0.247984367,0.198215942,0.200309983,0.195886714,0.21441967,0.211612457,0.20938045,0.210457654,0.212967671,0.224033759,0.2247153,0.227363725,0.232595142,0.229631235,0.331344359,0.329725005,0.326236849,0.32323243,0.319728808,0.320755974,0.316076585,0.316437391,0.316180618,0.355055277,0.34574016,0.335272929,0.326796577,0.324768803,0.325086746,0.317807111,0.321773713,0.35133693,0.315655758,0.321223059,0.20020928,0.19705599,0.199124308,0.200935519,0.380255825,0.368280388,0.351425021,0.329667371,0.335778837,0.345440146,0.326951666,0.330288502,0.330383481,0.333912736,0.204543862,0.216631108,0.206111917,0.214500468,0.212911672,0.215842469,0.209097359,0.198096045,0.200154177,0.201476082,0.203520892,0.209101536,0.207210245,0.219160376,0.210422677,0.223516982,0.220140946,0.205095639,0.21323774,0.221892232,0.203793369,0.204445587,0.211872668,0.20140823,0.19960266,0.209259922,0.197846677,0.235446714,0.245182502,0.238160994,0.239816507,0.235902272,0.234717312,0.238482034,0.238467919,0.234894866,0.234247442,0.237850817,0.236069899,0.236988989,0.235461926,0.201648542,0.211066442,0.200880367
223,0.306091652,0.311839501,0.309464407,0.66999838,0.18624918,0.190784706,0.189653787,0.185943218,0.200018084,0.19979371,0.20101711,0.200748121,0.199813417,0.206368162,0.206372221,0.20934865,0.210039008,0.207120171,0.205301708,0.209032381,0.206674098,0.210640997,0.206873089,0.206418622,0.207714741,0.220745617,0.221064325,0.220327196,0.225158647,0.223893749,0.222218962,0.222005472,0.221847016,0.237387782,0.239884414,0.23693481,0.238026383,0.238390087,0.239331343,0.194075953,0.193503323,0.195353115,0.202203685,0.203302288,0.203501731,0.204754218,0.205000823,0.205066428,0.207586139,0.206133125,0.206694944,0.203915487,0.262610217,0.263035663,0.262775218,0.297019344,0.296231789,0.2984722,0.324311207,0.321458277,0.324431705,0.276572987,0.27573836,0.270502457,0.207626761,0.245037842,0.244355704,0.308677108,0.24162341,0.299020003,0.309372214,0.304861757,0.14516146,0.15010018,0.149136023,0.145357517,0.237408297,0.229658097,0.248090707,0.282411251,0.291421496,0.300379042,0.292244934,0.285627943,0.287225347,0.295535215,0.199951853,0.202671333,0.198784924,0.204444201,0.209903561,0.196770211,0.194817513,0.197057247,0.200077591,0.197179056,0.200124799,0.192871388,0.20102032,0.198990176,0.206230287,0.207336768,0.194821042,0.198299143,0.204463103,0.199447841,0.19550021,0.192392647,0.188320288,0.191287544,0.189080931,0.19869766,0.201018836,0.236021887,0.237973828,0.234948593,0.23530834,0.231490028,0.23836901,0.228837993,0.228526774,0.230308041,0.237243463,0.229685187,0.23686971,0.230504324,0.23132395,0.192752899,0.191820772,0.190062531
226,0.241908328,0.240801697,0.243059639,0.18624918,0.670000187,0.170638515,0.170639993,0.170203609,0.198974582,0.198497379,0.198285213,0.198918386,0.196760784,0.212470297,0.205129439,0.203163836,0.202294405,0.203561331,0.206158173,0.203384348,0.207263365,0.205704062,0.203386757,0.207436902,0.20853319,0.218363308,0.218852883,0.218119708,0.218119708,0.218114739,0.218738858,0.218114739,0.218114739,0.231654417,0.233125673,0.231348088,0.231259966,0.230992015,0.234213365,0.195617584,0.189050945,0.190107456,0.200335672,0.197999055,0.197781716,0.199869562,0.204481281,0.206890451,0.206419657,0.200835272,0.208293466,0.202722141,0.216879802,0.222489689,0.21749659,0.253736906,0.251551538,0.251778292,0.2741147,0.276160558,0.267934492,0.194372847,0.201685005,0.196254997,0.179702383,0.200254499,0.199594914,0.272890647,0.190991437,0.242035936,0.280249321,0.249977393,0.141160025,0.142352074,0.140999428,0.1409273,0.196946538,0.190752079,0.18850755,0.224206007,0.229190173,0.240393235,0.216080606,0.227860526,0.236064095,0.227801529,0.195882276,0.189458259,0.189149927,0.188820549,0.188820549,0.189831508,0.202434952,0.188032385,0.188286319,0.188032385,0.188032385,0.189105751,0.189101223,0.189015263,0.190656709,0.188820549,0.192362015,0.188708897,0.199324045,0.19337294,0.204135001,0.199714693,0.19305154,0.188066548,0.181757168,0.194112157,0.189718432,0.23653116,0.237174766,0.249324838,0.234841658,0.222748347,0.222748347,0.222748347,0.222748347,0.225006311,0.222557564,0.223460773,0.222557564,0.224766186,0.224865843,0.182576397,0.183813879,0.18237717
229,0.239762654,0.243937054,0.248136015,0.190784706,0.170638515,0.670000187,0.170284161,0.170311353,0.198288437,0.19884174,0.196384446,0.197423627,0.196421833,0.202294405,0.20442707,0.205896013,0.202623992,0.206956755,0.206058218,0.202294405,0.204465473,0.202294405,0.20283731,0.207567648,0.202674241,0.218119708,0.218119708,0.218119708,0.218583514,0.218114739,0.218114739,0.218114739,0.218114739,0.231127895,0.230686954,0.230543082,0.231521791,0.231093806,0.2306572,0.191307587,0.1918073,0.197979464,0.199165057,0.201749535,0.20193964,0.199981818,0.200537992,0.208403233,0.206785601,0.204787078,0.208611409,0.202147466,0.223610862,0.222120794,0.220564995,0.251390416,0.251584315,0.251390416,0.273282488,0.267055364,0.276062648,0.193936927,0.199615165,0.196648655,0.179673107,0.194670219,0.202470048,0.272397967,0.191606131,0.235917171,0.280032548,0.249016701,0.141051065,0.141147249,0.140940652,0.140988009,0.190573514,0.197068343,0.191554922,0.223782829,0.226854664,0.235718804,0.219114998,0.229502655,0.232464942,0.228831931,0.195979353,0.188940634,0.192382585,0.195145444,0.188915835,0.188264131,0.189685034,0.188375577,0.188032385,0.189314726,0.188032385,0.188373045,0.192388675,0.193189556,0.190952291,0.188820549,0.189354074,0.194354166,0.188672575,0.188689914,0.204747878,0.207884219,0.196356584,0.19241966,0.182549796,0.188032385,0.193303715,0.229215501,0.242766316,0.244114267,0.241204477,0.225318725,0.222748347,0.225530276,0.223340279,0.222748347,0.225235975,0.228936426,0.223254181,0.222557564,0.222557564,0.181100298,0.182343718,0.181023518
232,0.241929673,0.244353885,0.246460331,0.189653787,0.170639993,0.170284161,0.670000187,0.170057946,0.200981538,0.196794165,0.198257937,0.196703695,0.197087369,0.203140513,0.202294405,0.20504095,0.207263965,0.207198596,0.204174552,0.202294405,0.202946695,0.210833374,0.202836125,0.2042835,0.203264665,0.218119708,0.218119708,0.218119708,0.225669042,0.218114739,0.218520841,0.218114739,0.218812833,0.230769648,0.2328858,0.231281881,0.231783954,0.230583672,0.232653272,0.196713485,0.193273696,0.192650674,0.202685259,0.199513113,0.199830804,0.198728419,0.202281964,0.198107678,0.207304128,0.213339494,0.206008032,0.208462237,0.219295026,0.222390446,0.216956035,0.251706859,0.251410668,0.251405752,0.280523286,0.263802031,0.270879218,0.194506006,0.201001982,0.198329444,0.179931138,0.196459845,0.202705257,0.275054764,0.191092738,0.236269634,0.280659084,0.248934112,0.141588715,0.140939545,0.141888394,0.141205607,0.196392703,0.188763995,0.19182057,0.223718935,0.228962511,0.245219794,0.217103962,0.228338164,0.23542493,0.229125678,0.198877194,0.189864086,0.189424126,0.19299622,0.19069371,0.191141284,0.188238258,0.189623021,0.191350814,0.188032385,0.188032385,0.188032385,0.188032385,0.189967673,0.190140501,0.189257672,0.192572189,0.188661757,0.18983847,0.188469229,0.201693086,0.206660379,0.185561578,0.19704305,0.181244105,0.188032385,0.188274818,0.235285573,0.238590049,0.248509689,0.231804894,0.222748347,0.222748347,0.222748347,0.223338987,0.222748347,0.224134816,0.227333465,0.222978055,0.223258556,0.223290187,0.183129198,0.181633451,0.181741233
235,0.241505614,0.240566194,0.239614926,0.185943218,0.170203609,0.170311353,0.170057946,0.670000187,0.197100465,0.198331538,0.196317492,0.197986678,0.197008958,0.202747958,0.202714576,0.209139851,0.202294405,0.215081138,0.205873381,0.202294405,0.202294405,0.203352582,0.205105063,0.205787327,0.203690784,0.218119708,0.218119708,0.219629377,0.219670202,0.220687445,0.218114739,0.218114739,0.224201686,0.229763651,0.230385111,0.229323574,0.231132681,0.232487235,0.23071324,0.191251741,0.19067511,0.19131296,0.200399127,0.201493595,0.201752358,0.19989055,0.199631155,0.200865868,0.197537629,0.214002188,0.208253386,0.2064055,0.219438611,0.220162292,0.219066305,0.251415566,0.251433586,0.251859687,0.279315099,0.274194981,0.270852921,0.191906435,0.197880419,0.195366661,0.182563172,0.199193625,0.200118433,0.273092841,0.191043772,0.235052122,0.280205273,0.249056622,0.141277661,0.141138608,0.141007886,0.141118164,0.194113438,0.186954391,0.188946914,0.226442749,0.22767969,0.239545387,0.217015309,0.228538378,0.229022856,0.22774239,0.195133454,0.188980034,0.193278466,0.191124873,0.188820549,0.188032385,0.188142742,0.188032385,0.188822976,0.189937644,0.188185447,0.188206588,0.189015613,0.190891926,0.18908932,0.188958802,0.195016893,0.190130823,0.193303231,0.200727704,0.190624999,0.196082226,0.198773574,0.192047711,0.181244844,0.188775243,0.191659917,0.238218915,0.232512617,0.233857826,0.237508771,0.223834635,0.232943256,0.224224646,0.222748347,0.222748347,0.223823714,0.226205291,0.222557564,0.222557564,0.222557564,0.181033485,0.181005979,0.180933398
310,0.203305812,0.205469472,0.205518303,0.200018084,0.198974582,0.198288437,0.200981538,0.197100465,0.696600005,0.196600005,0.196600005,0.196600005,0.196600005,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.197893614,0.207416419,0.207416419,0.207416419,0.207416419,0.20737549,0.20737549,0.20737549,0.20737549,0.215745822,0.219079495,0.221782048,0.216267121,0.218321705,0.214375805,0.193597354,0.193597354,0.193597354,0.198833132,0.198616132,0.20716475,0.202462356,0.20694257,0.197126929,0.196754663,0.196754663,0.196754663,0.196754663,0.199614695,0.197657758,0.197916973,0.202525412,0.199562878,0.20159571,0.199220302,0.198833074,0.199810338,0.200224973,0.20217603,0.202597957,0.20121613,0.199786915,0.197597802,0.205431152,0.203795477,0.201088367,0.205581298,0.20409253,0.195387101,0.196090265,0.199064452,0.195692076,0.198055815,0.198554101,0.197052267,0.198116845,0.197719014,0.201326418,0.198509597,0.198750197,0.202292798,0.198381594,0.201810374,0.195041285,0.193641079,0.193641079,0.195120284,0.196402446,0.198690362,0.1967412,0.197166503,0.196318447,0.197148159,0.201095486,0.200137556,0.194222711,0.193641079,0.194337701,0.193641079,0.194724417,0.205499352,0.194724417,0.198691916,0.194953955,0.1990772,0.194786391,0.194659419,0.1959115,0.197141673,0.206399179,0.214404935,0.204870236,0.204662587,0.200777636,0.200777636,0.200777636,0.200777636,0.200777636,0.20061702,0.201588296,0.20061702,0.201392552,0.20061702,0.199491365,0.197212087,0.195033881
